posicion,etiqueta
02020330702,
02020330801,
02020330802,
02020340101,
02020340102,
02020340201,
02020340202,
02020340301,
02020340302,
02020340401,30557690101527082385
02020340402,30557690100819034634
02020340501,30557690101325033643
02020340502,30557690100617023333
02020340601,
02020340602,
02020340701,30557690101831055044
02020340702,30557690100819028552
02020340801,
02020340802,
02020350101,
02020350102,
02020350201,
02020350202,
02020350301,
02020350302,
02020350401,
02020350402,
02020350501,
02020350502,
02020350601,
02020350602,
02020350701,
02020350702,
02020350801,30557690100213026433
02020350802,30557690100819040226
02020360101,
02020360102,
02020360201,30557690101628079862
02020360202,30557690101224050591
02020360301,30557690101831056503
02020360302,30557690100921096005
02020360401,
02020360402,
02020360501,30557690101123042362
02020360502,30557690100921031525
02020360601,
02020360602,
02020360701,30557690101123023592
02020360702,30557690101224065987
02020360801,
02020360802,
02020370101,
02020370102,
02020370201,30557690101224018138
02020370202,30557690100011078893
02020370301,30557690101932064476
02020370302,30557690101729049946
02020370401,30557690101831010465
02020370402,30557690101628052417
02020370501,
02020370502,
02020370601,30557690100415035561
02020370602,30557690100516091496
02020370701,30557690101729060515
02020370702,30557690101932068181
02020370801,30557690100213047360
02020370802,30557690100516044476
02020380101,30557690101831022140
02020380102,30557690100819012232
02020380201,
02020380202,
02020380301,
02020380302,
02020380401,
02020380402,
02020380501,
02020380502,
02020380601,
02020380602,
02020380701,30557690100213014984
02020380702,30557690101325052017
02020380801,30557690101325043866
02020380802,30557690101932080277
02020390101,
02020390102,
02020390201,
02020390202,
02020390301,
02020390302,
02020390401,
02020390402,
02020390501,
02020390502,
02020390601,30557690100819039083
02020390602,30557690101426099640
02020390701,30557690101224017377
02020390702,30557690100415081538
02020390801,
02020390802,
02020400101,
02020400102,
02020400201,30557690100718050178
02020400202,30557690101628091050
02020400301,
02020400302,
02020400401,
02020400402,
02020400501,
02020400502,
02020400601,30557690101628012679
02020400602,30557690101022063015
02020400701,30557690101628064728
02020400702,30557690100112085264
02020400801,30557690101729062352
02020400802,30557690101932040038
02020410101,30557690101527061225
02020410102,30557690101426044049
02020410201,
02020410202,
02020410301,
02020410302,
02020410401,
02020410402,
02020410501,
02020410502,
02020410601,30557690101628096755
02020410602,30557690101224016252
02020410701,
02020410702,
02020410801,30557690100819059922
02020410802,30557690101224021797
02020420101,30557690100415089784
02020420102,30557690101426053296
02020420201,
02020420202,
02020420301,30557690100213083449
02020420302,30557690101932055695
02020420401,
02020420402,
02020420501,30557690100819060913
02020420502,30557690100213085707
02020420601,30557690100819056948
02020420602,30557690100718041617
02020420701,30557690100617054564
02020420702,30557690100112075188
02020420801,
02020420802,
02020430101,
02020430102,
02020430201,
02020430202,
02020430301,30557690100819046014
02020430302,30557690100314088004
02020430401,
02020430402,
02020430501,
02020430502,
02020430601,
02020430602,
02020430701,30557690101022086421
02020430702,30557690100213088988
02020430801,30557690101628087795
02020430802,30557690100617034033
02020440101,
02020440102,
02020440201,
02020440202,
02020440301,
02020440302,
02020440401,
02020440402,
02020440501,30557690101628090962
02020440502,30557690101628094543
02020440601,
02020440602,
02020440701,30557690100112075402
02020440702,30557690100213033769
02020440801,
02020440802,
02020450101,30557690101224051457
02020450102,30557690100718091064
02020450201,
02020450202,
02020450301,
02020450302,
02020450401,30557690101628027168
02020450402,30557690100617045122
02020450501,
02020450502,
02020450601,
02020450602,
02020450701,
02020450702,
02020450801,
02020450802,
02020460101,
02020460102,
02020460201,
02020460202,
02020460301,
02020460302,
02020460401,
02020460402,
02020460501,
02020460502,
02020460601,
02020460602,
02020460701,30557690100415083685
02020460702,30557690101831095111
02020460801,
02020460802,
02020470101,
02020470102,
02020470201,
02020470202,
02020470301,30557690100314035911
02020470302,30557690101224015820
02020470401,
02020470402,
02020470501,
02020470502,
02020470601,30557690100516034115
02020470602,30557690101628034356
02020470701,
02020470702,
02020470801,30557690100718029976
02020470802,30557690101831056930
02020480101,
02020480102,
02020480201,30557690101729048397
02020480202,30557690101123074122
02020480301,30557690101932085993
02020480302,30557690100516039840
02020480401,30557690101831012472
02020480402,30557690100516080593
02020480501,
02020480502,
02020480601,30557690101628098826
02020480602,30557690100921036983
02020480701,
02020480702,
02020480801,
02020480802,
02020490101,
02020490102,
02020490201,
02020490202,
02020490301,
02020490302,
02020490401,
02020490402,
02020490501,30557690101527044431
02020490502,30557690101022049173
02020490601,
02020490602,
02020490701,
02020490702,
02020490801,30557690100011026086
02020490802,30557690100617016302
02020500101,30557690101022055502
02020500102,30557690100011073608
02020500201,
02020500202,
02020500301,30557690101022020391
02020500302,30557690101325038878
02020500401,30557690101426074340
02020500402,30557690101426087434
02020500501,
02020500502,
02020500601,
02020500602,
02020500701,30557690101729042020
02020500702,30557690101123095388
02020500801,
02020500802,
02020510101,
02020510102,
02020510201,
02020510202,
02020510301,30557690101325077146
02020510302,30557690101729093934
02020510401,30557690100314055708
02020510402,30557690100112061468
02020510501,
02020510502,
02020510601,30557690100112035087
02020510602,30557690101729065968
02020510701,
02020510702,
02020510801,
02020510802,
02020520101,
02020520102,
02020520201,
02020520202,
02020520301,
02020520302,
02020520401,
02020520402,
02020520501,
02020520502,
02020520601,
02020520602,
02020520701,30557690101932086001
02020520702,30557690101123066939
02020520801,
02020520802,
02020530101,
02020530102,
02020530201,30557690100516031907
02020530202,30557690100213013661
02020530301,
02020530302,
02020530401,
02020530402,
02020530501,
02020530502,
02020530601,
02020530602,
02020530701,
02020530702,
02020530801,30557690101325015645
02020530802,30557690101527089492
02020540101,
02020540102,
02020540201,30557690101932091292
02020540202,30557690100112090359
02020540301,
02020540302,
02020540401,
02020540402,
02020540501,
02020540502,
02020540601,30557690100516023400
02020540602,30557690100011041040
02020540701,30557690101527055324
02020540702,30557690101831031829
02020540801,30557690101729062006
02020540802,30557690101022076020
02020550101,
02020550102,
02020550201,
02020550202,
02020550301,30557690100415036523
02020550302,30557690100819036077
02020550401,
02020550402,
02020550501,30557690101729065096
02020550502,30557690100516087818
02020550601,
02020550602,
02020550701,
02020550702,
02020550801,
02020550802,
02020560101,
02020560102,
02020560201,
02020560202,
02020560301,
02020560302,
02020560401,
02020560402,
02020560501,
02020560502,
02020560601,
02020560602,
02020560701,
02020560702,
02020560801,
02020560802,
02020570101,30557690101022070183
02020570102,30557690101932091285
02020570201,
02020570202,
02020570301,30557690100516082352
02020570302,30557690101527082659
02020570401,
02020570402,
02020570501,
02020570502,
02020570601,
02020570602,
02020570701,30557690101932051192
02020570702,30557690101224033760
02020570801,30557690100112038499
02020570802,30557690101224078087
02020580101,
02020580102,
02020580201,
02020580202,
02020580301,
02020580302,
02020580401,
02020580402,
02020580501,
02020580502,
02020580601,
02020580602,
02020580701,
02020580702,
02020580801,30557690100314086196
02020580802,30557690101224064569
02020590101,30557690100415053637
02020590102,30557690100314057509
02020590201,
02020590202,
02020590301,
02020590302,
02020590401,
02020590402,
02020590501,
02020590502,
02020590601,
02020590602,
02020590701,
02020590702,
02020590801,30557690100213088826
02020590802,30557690101628020489
02020600101,30557690100213011294
02020600102,30557690101224063868
02020600201,
02020600202,
02020600301,30557690101527027922
02020600302,30557690100819093508
02020600401,30557690101527066723
02020600402,30557690100921055538
02020600501,
02020600502,
02020600601,
02020600602,
02020600701,
02020600702,
02020600801,
02020600802,
03010010101,
03010010102,
03010010201,
03010010202,
03010010301,
03010010302,
03010010401,
03010010402,
03010010501,30557690101932030495
03010010502,30557690101729042549
03010010601,
03010010602,
03010010701,
03010010702,
03010010801,
03010010802,
03010020101,
03010020102,
03010020201,30557690100516077960
03010020202,30557690101527033887
03010020301,30557690100516058972
03010020302,30557690101729079376
03010020401,
03010020402,
03010020501,30557690100921021154
03010020502,30557690100617096456
03010020601,
03010020602,
03010020701,30557690100617094309
03010020702,30557690100516061128
03010020801,
03010020802,
03010030101,30557690100921089247
03010030102,30557690101729065601
03010030201,
03010030202,
03010030301,
03010030302,
03010030401,30557690101527092316
03010030402,30557690101628094895
03010030501,
03010030502,
03010030601,30557690101729061883
03010030602,30557690100921016099
03010030701,
03010030702,
03010030801,30557690101932016454
03010030802,30557690101831094414
03010040101,
03010040102,
03010040201,
03010040202,
03010040301,
03010040302,
03010040401,
03010040402,
03010040501,
03010040502,
03010040601,
03010040602,
03010040701,30557690101628096553
03010040702,30557690100617056002
03010040801,
03010040802,
03010050101,30557690101123062691
03010050102,30557690101224010329
03010050201,
03010050202,
03010050301,
03010050302,
03010050401,
03010050402,
03010050501,
03010050502,
03010050601,
03010050602,
03010050701,
03010050702,
03010050801,
03010050802,
03010060101,
03010060102,
03010060201,30557690100011040245
03010060202,30557690100921012196
03010060301,30557690100415051819
03010060302,30557690101628078940
03010060401,30557690100921053937
03010060402,30557690100314098827
03010060501,30557690101628081130
03010060502,30557690101022088650
03010060601,
03010060602,
03010060701,
03010060702,
03010060801,
03010060802,
03010070101,30557690100617066545
03010070102,30557690101729069031
03010070201,
03010070202,
03010070301,30557690100819016398
03010070302,30557690100415034827
03010070401,
03010070402,
03010070501,30557690101527014142
03010070502,30557690100718057359
03010070601,
03010070602,
03010070701,
03010070702,
03010070801,30557690101628037012
03010070802,30557690101729056990
03010080101,
03010080102,
03010080201,30557690101426026534
03010080202,30557690100921016522
03010080301,30557690101527083439
03010080302,30557690101325076996
03010080401,30557690100819084736
03010080402,30557690100011077611
03010080501,
03010080502,
03010080601,
03010080602,
03010080701,
03010080702,
03010080801,30557690101224068861
03010080802,30557690101123035144
03010090101,30557690100112031400
03010090102,30557690101527099267
03010090201,
03010090202,
03010090301,30557690100516086142
03010090302,30557690100213045887
03010090401,30557690101325084430
03010090402,30557690101022058099
03010090501,30557690100112050874
03010090502,30557690100718068160
03010090601,
03010090602,
03010090701,30557690100921014664
03010090702,30557690101022047391
03010090801,
03010090802,
03010100101,
03010100102,
03010100201,
03010100202,
03010100301,
03010100302,
03010100401,
03010100402,
03010100501,
03010100502,
03010100601,
03010100602,
03010100701,
03010100702,
03010100801,
03010100802,
03010110101,
03010110102,
03010110201,
03010110202,
03010110301,
03010110302,
03010110401,
03010110402,
03010110501,
03010110502,
03010110601,30557690100819099767
03010110602,30557690100112017311
03010110701,30557690101123019535
03010110702,30557690100516065251
03010110801,
03010110802,
03010120101,
03010120102,
03010120201,
03010120202,
03010120301,30557690100112055706
03010120302,30557690101628070586
03010120401,
03010120402,
03010120501,
03010120502,
03010120601,30557690100213031814
03010120602,30557690101831013640
03010120701,30557690100213039940
03010120702,30557690100819016254
03010120801,30557690101729044519
03010120802,30557690101123018704
03010130101,
03010130102,
03010130201,
03010130202,
03010130301,
03010130302,
03010130401,30557690101224045000
03010130402,30557690100011035369
03010130501,30557690100921068296
03010130502,30557690100112054683
03010130601,
03010130602,
03010130701,
03010130702,
03010130801,
03010130802,
03010140101,
03010140102,
03010140201,30557690100617020235
03010140202,30557690100921094613
03010140301,30557690100011064263
03010140302,30557690100011036013
03010140401,
03010140402,
03010140501,
03010140502,
03010140601,
03010140602,
03010140701,
03010140702,
03010140801,30557690101831021514
03010140802,30557690100718017988
03010150101,
03010150102,
03010150201,
03010150202,
03010150301,30557690101831060714
03010150302,30557690101628098359
03010150401,
03010150402,
03010150501,
03010150502,
03010150601,
03010150602,
03010150701,
03010150702,
03010150801,
03010150802,
03010160101,
03010160102,
03010160201,
03010160202,
03010160301,
03010160302,
03010160401,
03010160402,
03010160501,30557690101426049863
03010160502,30557690100112029526
03010160601,
03010160602,
03010160701,30557690100011068532
03010160702,30557690100213055537
03010160801,
03010160802,
03010170101,
03010170102,
03010170201,
03010170202,
03010170301,
03010170302,
03010170401,
03010170402,
03010170501,
03010170502,
03010170601,30557690101729088336
03010170602,30557690100314015950
03010170701,
03010170702,
03010170801,
03010170802,
03010180101,30557690101224081860
03010180102,30557690101325032548
03010180201,
03010180202,
03010180301,30557690101123022919
03010180302,30557690101628052055
03010180401,
03010180402,
03010180501,
03010180502,
03010180601,30557690101527038890
03010180602,30557690100415012593
03010180701,
03010180702,
03010180801,30557690101426071068
03010180802,30557690101628079227
03010190101,
03010190102,
03010190201,30557690101022086292
03010190202,30557690100617079494
03010190301,
03010190302,
03010190401,30557690100112057595
03010190402,30557690100617054011
03010190501,
03010190502,
03010190601,
03010190602,
03010190701,30557690100112031173
03010190702,30557690101729047581
03010190801,
03010190802,
03010200101,
03010200102,
03010200201,
03010200202,
03010200301,30557690101628015253
03010200302,30557690101224014759
03010200401,
03010200402,
03010200501,30557690101426053631
03010200502,30557690100213030395
03010200601,30557690101325013834
03010200602,30557690100516095193
03010200701,30557690100213051132
03010200702,30557690101325071498
03010200801,30557690100011055620
03010200802,30557690101628028836
03010210101,30557690101426037056
03010210102,30557690101527030695
03010210201,
03010210202,
03010210301,30557690101123022632
03010210302,30557690101022013289
03010210401,
03010210402,
03010210501,30557690100617046594
03010210502,30557690100213069815
03010210601,
03010210602,
03010210701,30557690101123077586
03010210702,30557690100213018347
03010210801,
03010210802,
03010220101,30557690100213056352
03010220102,30557690100112076251
03010220201,
03010220202,
03010220301,30557690101325012765
03010220302,30557690100011085853
03010220401,
03010220402,
03010220501,
03010220502,
03010220601,30557690101729016626
03010220602,30557690100314091805
03010220701,
03010220702,
03010220801,
03010220802,
03010230101,30557690101628066481
03010230102,30557690101022091877
03010230201,
03010230202,
03010230301,
03010230302,
03010230401,
03010230402,
03010230501,
03010230502,
03010230601,
03010230602,
03010230701,
03010230702,
03010230801,
03010230802,
03010240101,
03010240102,
03010240201,30557690100516050207
03010240202,30557690100516017747
03010240301,
03010240302,
03010240401,
03010240402,
03010240501,
03010240502,
03010240601,
03010240602,
03010240701,
03010240702,
03010240801,
03010240802,
03010250101,
03010250102,
03010250201,30557690101123061461
03010250202,30557690100011024231
03010250301,
03010250302,
03010250401,
03010250402,
03010250501,30557690100415099312
03010250502,30557690100516018299
03010250601,30557690100617046836
03010250602,30557690100921015675
03010250701,
03010250702,
03010250801,30557690101729040358
03010250802,30557690101224093822
03010260101,
03010260102,
03010260201,
03010260202,
03010260301,30557690100314035843
03010260302,30557690100314039385
03010260401,
03010260402,
03010260501,30557690101831034320
03010260502,30557690100516016192
03010260601,
03010260602,
03010260701,30557690100718015661
03010260702,30557690100617026769
03010260801,
03010260802,
03010270101,30557690100415034195
03010270102,30557690100011041363
03010270201,30557690101224013888
03010270202,30557690101729055744
03010270301,
03010270302,
03010270401,
03010270402,
03010270501,30557690100011027034
03010270502,30557690101628052480
03010270601,
03010270602,
03010270701,30557690100516093808
03010270702,30557690100415038506
03010270801,
03010270802,
03010280101,30557690101022074062
03010280102,30557690101628038440
03010280201,
03010280202,
03010280301,30557690101932071086
03010280302,30557690101325053406
03010280401,
03010280402,
03010280501,
03010280502,
03010280601,30557690100112016999
03010280602,30557690100516084937
03010280701,
03010280702,
03010280801,30557690100819098734
03010280802,30557690100415045436
03010290101,
03010290102,
03010290201,30557690101123052992
03010290202,30557690100921049271
03010290301,
03010290302,
03010290401,
03010290402,
03010290501,
03010290502,
03010290601,
03010290602,
03010290701,
03010290702,
03010290801,30557690101325043574
03010290802,30557690101831044864
03010300101,30557690101325085440
03010300102,30557690101729025004
03010300201,30557690101123095569
03010300202,30557690101123034371
03010300301,
03010300302,
03010300401,
03010300402,
03010300501,30557690100011066203
03010300502,30557690101527090875
03010300601,
03010300602,
03010300701,
03010300702,
03010300801,
03010300802,
03010310101,
03010310102,
03010310201,
03010310202,
03010310301,30557690100516036487
03010310302,30557690101426066870
03010310401,30557690100718010681
03010310402,30557690100819087756
03010310501,
03010310502,
03010310601,
03010310602,
03010310701,30557690100213023565
03010310702,30557690100921071025
03010310801,30557690100516085719
03010310802,30557690100617092554
03010320101,30557690100617044947
03010320102,30557690101831012278
03010320201,
03010320202,
03010320301,
03010320302,
03010320401,
03010320402,
03010320501,
03010320502,
03010320601,
03010320602,
03010320701,30557690100112084871
03010320702,30557690101527036475
03010320801,
03010320802,
03010330101,30557690100415048201
03010330102,30557690101022094545
03010330201,
03010330202,
03010330301,
03010330302,
03010330401,30557690101628026630
03010330402,30557690101325097197
03010330501,30557690101325063797
03010330502,30557690100415087158
03010330601,30557690101729045182
03010330602,30557690101123070611
03010330701,
03010330702,
03010330801,30557690101932052037
03010330802,30557690100921083147
03010340101,30557690101932034749
03010340102,30557690100819086698
03010340201,30557690100921014758
03010340202,30557690101426012837
03010340301,30557690100112073649
03010340302,30557690101628031777
03010340401,
03010340402,
03010340501,
03010340502,
03010340601,
03010340602,
03010340701,
03010340702,
03010340801,
03010340802,
03010350101,30557690101426062686
03010350102,30557690101729093555
03010350201,30557690100819095763
03010350202,30557690100819060792
03010350301,
03010350302,
03010350401,
03010350402,
03010350501,30557690100112019829
03010350502,30557690101224092260
03010350601,
03010350602,
03010350701,30557690100415026999
03010350702,30557690100112088315
03010350801,30557690100314046007
03010350802,30557690101729046220
03010360101,
03010360102,
03010360201,
03010360202,
03010360301,
03010360302,
03010360401,30557690101831061167
03010360402,30557690101123072960
03010360501,30557690100718079713
03010360502,30557690100718019895
03010360601,
03010360602,
03010360701,30557690101729020128
03010360702,30557690100516083229
03010360801,
03010360802,
03010370101,30557690101628012497
03010370102,30557690101932098001
03010370201,30557690101628078162
03010370202,30557690100617025723
03010370301,30557690101527021766
03010370302,30557690100213046632
03010370401,
03010370402,
03010370501,
03010370502,
03010370601,
03010370602,
03010370701,
03010370702,
03010370801,30557690100718029605
03010370802,30557690101729064871
03010380101,30557690101123058337
03010380102,30557690101831026251
03010380201,
03010380202,
03010380301,
03010380302,
03010380401,
03010380402,
03010380501,30557690101224080262
03010380502,30557690101932061766
03010380601,30557690101932075563
03010380602,30557690101628066902
03010380701,
03010380702,
03010380801,
03010380802,
03010390101,
03010390102,
03010390201,30557690100011065091
03010390202,30557690101022054968
03010390301,
03010390302,
03010390401,30557690101729063671
03010390402,30557690101123012444
03010390501,30557690101426077182
03010390502,30557690101022018979
03010390601,
03010390602,
03010390701,
03010390702,
03010390801,30557690101831025114
03010390802,30557690100213073375
03010400101,30557690100617010357
03010400102,30557690100415099341
03010400201,30557690100516052476
03010400202,30557690100516031733
03010400301,
03010400302,
03010400401,30557690101022042633
03010400402,30557690101224098325
03010400501,30557690101224075725
03010400502,30557690101932065537
03010400601,30557690100516061605
03010400602,30557690101932084978
03010400701,30557690100819044802
03010400702,30557690101628044849
03010400801,
03010400802,
03010410101,
03010410102,
03010410201,
03010410202,
03010410301,
03010410302,
03010410401,
03010410402,
03010410501,
03010410502,
03010410601,
03010410602,
03010410701,30557690101022077203
03010410702,30557690101932015368
03010410801,
03010410802,
03010420101,
03010420102,
03010420201,30557690100718072256
03010420202,30557690100921066719
03010420301,30557690100011028701
03010420302,30557690101325012769
03010420401,
03010420402,
03010420501,
03010420502,
03010420601,30557690100921087271
03010420602,30557690100921039571
03010420701,
03010420702,
03010420801,
03010420802,
03010430101,30557690101022067647
03010430102,30557690101426041821
03010430201,30557690100415082720
03010430202,30557690101325044765
03010430301,30557690101831044943
03010430302,30557690100112070083
03010430401,30557690100011057111
03010430402,30557690100112022238
03010430501,30557690100819040653
03010430502,30557690101628043477
03010430601,
03010430602,
03010430701,30557690100011075869
03010430702,30557690100718092280
03010430801,
03010430802,
03010440101,
03010440102,
03010440201,
03010440202,
03010440301,
03010440302,
03010440401,
03010440402,
03010440501,30557690101325068511
03010440502,30557690100718083435
03010440601,
03010440602,
03010440701,
03010440702,
03010440801,30557690100213093388
03010440802,30557690101729099717
03010450101,
03010450102,
03010450201,
03010450202,
03010450301,30557690100112014061
03010450302,30557690101628066460
03010450401,30557690101527068818
03010450402,30557690101123019207
03010450501,
03010450502,
03010450601,
03010450602,
03010450701,
03010450702,
03010450801,
03010450802,
03010460101,
03010460102,
03010460201,30557690101527089903
03010460202,30557690101527022106
03010460301,
03010460302,
03010460401,
03010460402,
03010460501,30557690101831017344
03010460502,30557690100516076857
03010460601,
03010460602,
03010460701,
03010460702,
03010460801,
03010460802,
03010470101,
03010470102,
03010470201,
03010470202,
03010470301,
03010470302,
03010470401,
03010470402,
03010470501,
03010470502,
03010470601,30557690100819057048
03010470602,30557690100112035097
03010470701,
03010470702,
03010470801,
03010470802,
03010480101,
03010480102,
03010480201,
03010480202,
03010480301,30557690100718048266
03010480302,30557690101325048122
03010480401,
03010480402,
03010480501,
03010480502,
03010480601,
03010480602,
03010480701,
03010480702,
03010480801,
03010480802,
03010490101,
03010490102,
03010490201,30557690100011056020
03010490202,30557690100921050962
03010490301,
03010490302,
03010490401,
03010490402,
03010490501,
03010490502,
03010490601,
03010490602,
03010490701,
03010490702,
03010490801,
03010490802,
03010500101,30557690100921087146
03010500102,30557690101325089377
03010500201,
03010500202,
03010500301,
03010500302,
03010500401,
03010500402,
03010500501,30557690100921038960
03010500502,30557690101123010340
03010500601,
03010500602,
03010500701,30557690101831059891
03010500702,30557690100314078857
03010500801,
03010500802,
03010510101,
03010510102,
03010510201,
03010510202,
03010510301,30557690101224083378
03010510302,30557690100921080431
03010510401,
03010510402,
03010510501,
03010510502,
03010510601,30557690101831091447
03010510602,30557690100718063109
03010510701,30557690101022048093
03010510702,30557690101224023549
03010510801,
03010510802,
03010520101,30557690100921076394
03010520102,30557690100415094546
03010520201,
03010520202,
03010520301,30557690100617065524
03010520302,30557690100718099522
03010520401,
03010520402,
03010520501,
03010520502,
03010520601,
03010520602,
03010520701,
03010520702,
03010520801,
03010520802,
03010530101,
03010530102,
03010530201,30557690100011058647
03010530202,30557690100921029154
03010530301,30557690100718028088
03010530302,30557690100213064656
03010530401,
03010530402,
03010530501,
03010530502,
03010530601,
03010530602,
03010530701,30557690101831014484
03010530702,30557690100718044088
03010530801,
03010530802,
03010540101,
03010540102,
03010540201,
03010540202,
03010540301,
03010540302,
03010540401,30557690101729037336
03010540402,30557690101123064034
03010540501,
03010540502,
03010540601,
03010540602,
03010540701,
03010540702,
03010540801,
03010540802,
03010550101,30557690101628047926
03010550102,30557690101831084092
03010550201,
03010550202,
03010550301,
03010550302,
03010550401,
03010550402,
03010550501,30557690101325027407
03010550502,30557690100415036530
03010550601,
03010550602,
03010550701,
03010550702,
03010550801,
03010550802,
03010560101,30557690101224086412
03010560102,30557690100213078456
03010560201,
03010560202,
03010560301,30557690101123098197
03010560302,30557690101426072993
03010560401,
03010560402,
03010560501,
03010560502,
03010560601,
03010560602,
03010560701,30557690101224043718
03010560702,30557690101325061842
03010560801,
03010560802,
03010570101,
03010570102,
03010570201,30557690101426044457
03010570202,30557690100213074082
03010570301,
03010570302,
03010570401,
03010570402,
03010570501,30557690100617084048
03010570502,30557690100516021296
03010570601,
03010570602,
03010570701,
03010570702,
03010570801,
03010570802,
03010580101,
03010580102,
03010580201,
03010580202,
03010580301,30557690100921024554
03010580302,30557690100617083365
03010580401,
03010580402,
03010580501,30557690100415091856
03010580502,30557690100617055348
03010580601,30557690101123054493
03010580602,30557690100213025547
03010580701,30557690100516020451
03010580702,30557690100617056544
03010580801,
03010580802,
03010590101,
03010590102,
03010590201,30557690100516081245
03010590202,30557690101628037339
03010590301,
03010590302,
03010590401,
03010590402,
03010590501,
03010590502,
03010590601,
03010590602,
03010590701,
03010590702,
03010590801,
03010590802,
03010600101,
03010600102,
03010600201,
03010600202,
03010600301,30557690101325051962
03010600302,30557690101325076065
03010600401,
03010600402,
03010600501,
03010600502,
03010600601,
03010600602,
03010600701,
03010600702,
03010600801,
03010600802,
03020010101,30557690101628074418
03020010102,30557690101224064750
03020010201,30557690101628074380
03020010202,30557690101123024109
03020010301,
03020010302,
03020010401,30557690101628011645
03020010402,30557690101831053504
03020010501,30557690100415053268
03020010502,30557690101022036112
03020010601,
03020010602,
03020010701,30557690100213032934
03020010702,30557690100112033488
03020010801,
03020010802,
03020020101,30557690101224036365
03020020102,30557690100718099732
03020020201,30557690101123010807
03020020202,30557690101426041410
03020020301,
03020020302,
03020020401,
03020020402,
03020020501,
03020020502,
03020020601,
03020020602,
03020020701,
03020020702,
03020020801,
03020020802,
03020030101,
03020030102,
03020030201,
03020030202,
03020030301,30557690101932063904
03020030302,30557690101527078482
03020030401,30557690100011043218
03020030402,30557690101426040925
03020030501,30557690100718027485
03020030502,30557690101224018060
03020030601,30557690101426038889
03020030602,30557690100617047430
03020030701,30557690101022068099
03020030702,30557690101932060487
03020030801,30557690100819034030
03020030802,30557690101527036648
03020040101,
03020040102,
03020040201,
03020040202,
03020040301,
03020040302,
03020040401,
03020040402,
03020040501,
03020040502,
03020040601,
03020040602,
03020040701,
03020040702,
03020040801,
03020040802,
03020050101,
03020050102,
03020050201,
03020050202,
03020050301,30557690101325043281
03020050302,30557690100213090551
03020050401,
03020050402,
03020050501,
03020050502,
03020050601,
03020050602,
03020050701,
03020050702,
03020050801,30557690101527073922
03020050802,30557690101729079065
03020060101,
03020060102,
03020060201,
03020060202,
03020060301,30557690100415065729
03020060302,30557690101831035983
03020060401,
03020060402,
03020060501,
03020060502,
03020060601,
03020060602,
03020060701,30557690100314037585
03020060702,30557690100819022917
03020060801,30557690100921054701
03020060802,30557690101426010075
03020070101,
03020070102,
03020070201,30557690101729018287
03020070202,30557690101325018893
03020070301,
03020070302,
03020070401,
03020070402,
03020070501,
03020070502,
03020070601,
03020070602,
03020070701,30557690100921052650
03020070702,30557690100819037222
03020070801,30557690100921015133
03020070802,30557690100617065040
03020080101,
03020080102,
03020080201,
03020080202,
03020080301,
03020080302,
03020080401,
03020080402,
03020080501,30557690101628048739
03020080502,30557690101932028645
03020080601,30557690100011087984
03020080602,30557690100617013623
03020080701,
03020080702,
03020080801,30557690101932077745
03020080802,30557690101932016013
03020090101,
03020090102,
03020090201,
03020090202,
03020090301,
03020090302,
03020090401,
03020090402,
03020090501,30557690101426050696
03020090502,30557690100314037402
03020090601,
03020090602,
03020090701,30557690101426019736
03020090702,30557690100617073711
03020090801,
03020090802,
03020100101,
03020100102,
03020100201,
03020100202,
03020100301,
03020100302,
03020100401,30557690101123086864
03020100402,30557690100617091062
03020100501,
03020100502,
03020100601,30557690101527089419
03020100602,30557690100213037344
03020100701,
03020100702,
03020100801,
03020100802,
03020110101,30557690101224039232
03020110102,30557690101932085080
03020110201,
03020110202,
03020110301,
03020110302,
03020110401,
03020110402,
03020110501,
03020110502,
03020110601,
03020110602,
03020110701,
03020110702,
03020110801,
03020110802,
03020120101,30557690100011080668
03020120102,30557690100921015251
03020120201,
03020120202,
03020120301,
03020120302,
03020120401,
03020120402,
03020120501,30557690100718096125
03020120502,30557690100819072468
03020120601,30557690100011054363
03020120602,30557690101123063010
03020120701,30557690101932043211
03020120702,30557690100415067700
03020120801,
03020120802,
03020130101,30557690101022017161
03020130102,30557690101426060879
03020130201,
03020130202,
03020130301,30557690101831018394
03020130302,30557690100415077270
03020130401,
03020130402,
03020130501,30557690101123060920
03020130502,30557690100516051878
03020130601,
03020130602,
03020130701,30557690100617061489
03020130702,30557690100213020919
03020130801,30557690101628095399
03020130802,30557690101022093032
03020140101,
03020140102,
03020140201,
03020140202,
03020140301,30557690100314045238
03020140302,30557690101932034449
03020140401,
03020140402,
03020140501,30557690101628063095
03020140502,30557690100516062456
03020140601,
03020140602,
03020140701,
03020140702,
03020140801,
03020140802,
03020150101,
03020150102,
03020150201,
03020150202,
03020150301,30557690101325096196
03020150302,30557690100516083976
03020150401,30557690101831022329
03020150402,30557690100112057203
03020150501,
03020150502,
03020150601,30557690100819020068
03020150602,30557690101224037045
03020150701,
03020150702,
03020150801,
03020150802,
03020160101,
03020160102,
03020160201,30557690100617077214
03020160202,30557690100819059866
03020160301,
03020160302,
03020160401,
03020160402,
03020160501,30557690101729020729
03020160502,30557690101123017551
03020160601,30557690101426026725
03020160602,30557690100314045259
03020160701,30557690101932073476
03020160702,30557690100516077264
03020160801,
03020160802,
03020170101,30557690101022082453
03020170102,30557690101022082278
03020170201,
03020170202,
03020170301,
03020170302,
